model_type,comparison,prompt_idx,seed,image1_path,image2_path,fid_score
turbo,original_with_neg_vs_baseline,12,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-original-models/turbo/baseline/0012_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-original-models/turbo/with_negative/0012_1337_neg.png,0.0
turbo,original_with_neg_vs_baseline,12,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-original-models/turbo/baseline/0012_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-original-models/turbo/with_negative/0012_2025_neg.png,0.0
turbo,original_with_neg_vs_baseline,13,42,/Users/andrewrevell/Projects/Uni/nag-time/results-original-models/turbo/baseline/0013_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-original-models/turbo/with_negative/0013_42_neg.png,0.0
turbo,original_with_neg_vs_baseline,13,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-original-models/turbo/baseline/0013_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-original-models/turbo/with_negative/0013_1337_neg.png,0.0
turbo,original_with_neg_vs_baseline,13,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-original-models/turbo/baseline/0013_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-original-models/turbo/with_negative/0013_2025_neg.png,0.0
turbo,original_with_neg_vs_baseline,14,42,/Users/andrewrevell/Projects/Uni/nag-time/results-original-models/turbo/baseline/0014_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-original-models/turbo/with_negative/0014_42_neg.png,0.0
turbo,original_with_neg_vs_baseline,14,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-original-models/turbo/baseline/0014_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-original-models/turbo/with_negative/0014_1337_neg.png,0.0
turbo,original_with_neg_vs_baseline,14,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-original-models/turbo/baseline/0014_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-original-models/turbo/with_negative/0014_2025_neg.png,0.0
turbo,original_with_neg_vs_baseline,15,42,/Users/andrewrevell/Projects/Uni/nag-time/results-original-models/turbo/baseline/0015_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-original-models/turbo/with_negative/0015_42_neg.png,0.0
turbo,original_with_neg_vs_baseline,15,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-original-models/turbo/baseline/0015_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-original-models/turbo/with_negative/0015_1337_neg.png,0.0
turbo,original_with_neg_vs_baseline,15,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-original-models/turbo/baseline/0015_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-original-models/turbo/with_negative/0015_2025_neg.png,0.0
base,nag_with_neg_vs_baseline,0,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0000_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0000_42_neg_s0.png,18.196455001831055
base,nag_with_neg_vs_baseline,0,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0000_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0000_1337_neg_s0.png,9.691076278686523
base,nag_with_neg_vs_baseline,0,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0000_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0000_2025_neg_s0.png,19.161535263061523
base,nag_with_neg_vs_baseline,1,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0001_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0001_42_neg_s0.png,17.536705017089844
base,nag_with_neg_vs_baseline,1,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0001_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0001_1337_neg_s0.png,16.24989128112793
base,nag_with_neg_vs_baseline,1,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0001_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0001_2025_neg_s0.png,19.66533851623535
base,nag_with_neg_vs_baseline,2,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0002_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0002_42_neg_s0.png,14.186372756958008
base,nag_with_neg_vs_baseline,2,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0002_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0002_1337_neg_s0.png,13.148423194885254
base,nag_with_neg_vs_baseline,2,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0002_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0002_2025_neg_s0.png,16.71554946899414
base,nag_with_neg_vs_baseline,3,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0003_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0003_42_neg_s0.png,15.70518970489502
base,nag_with_neg_vs_baseline,3,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0003_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0003_1337_neg_s0.png,16.2777156829834
base,nag_with_neg_vs_baseline,3,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0003_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0003_2025_neg_s0.png,20.462745666503906
base,nag_with_neg_vs_baseline,4,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0004_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0004_42_neg_s0.png,17.347436904907227
base,nag_with_neg_vs_baseline,4,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0004_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0004_1337_neg_s0.png,16.416826248168945
base,nag_with_neg_vs_baseline,4,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0004_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0004_2025_neg_s0.png,19.275772094726562
base,nag_with_neg_vs_baseline,5,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0005_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0005_42_neg_s0.png,13.984123229980469
base,nag_with_neg_vs_baseline,5,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0005_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0005_1337_neg_s0.png,12.978504180908203
base,nag_with_neg_vs_baseline,5,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0005_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0005_2025_neg_s0.png,15.9243745803833
base,nag_with_neg_vs_baseline,6,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0006_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0006_42_neg_s0.png,19.443897247314453
base,nag_with_neg_vs_baseline,6,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0006_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0006_1337_neg_s0.png,13.484198570251465
base,nag_with_neg_vs_baseline,6,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0006_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0006_2025_neg_s0.png,17.668773651123047
base,nag_with_neg_vs_baseline,7,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0007_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0007_42_neg_s0.png,14.779597282409668
base,nag_with_neg_vs_baseline,7,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0007_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0007_1337_neg_s0.png,16.83544921875
base,nag_with_neg_vs_baseline,7,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0007_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0007_2025_neg_s0.png,10.2096586227417
base,nag_with_neg_vs_baseline,8,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0008_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0008_42_neg_s0.png,10.278839111328125
base,nag_with_neg_vs_baseline,8,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0008_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0008_1337_neg_s0.png,18.932397842407227
base,nag_with_neg_vs_baseline,8,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0008_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0008_2025_neg_s0.png,18.617036819458008
base,nag_with_neg_vs_baseline,9,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0009_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0009_42_neg_s0.png,12.066102027893066
base,nag_with_neg_vs_baseline,9,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0009_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0009_1337_neg_s0.png,23.031299591064453
base,nag_with_neg_vs_baseline,9,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0009_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0009_2025_neg_s0.png,18.653005599975586
base,nag_with_neg_vs_baseline,10,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0010_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0010_42_neg_s0.png,20.118255615234375
base,nag_with_neg_vs_baseline,10,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0010_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0010_1337_neg_s0.png,16.595916748046875
base,nag_with_neg_vs_baseline,10,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0010_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0010_2025_neg_s0.png,14.628499031066895
base,nag_with_neg_vs_baseline,11,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0011_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0011_42_neg_s0.png,15.053778648376465
base,nag_with_neg_vs_baseline,11,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0011_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0011_1337_neg_s0.png,16.030248641967773
base,nag_with_neg_vs_baseline,11,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0011_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0011_2025_neg_s0.png,20.811777114868164
base,nag_with_neg_vs_baseline,12,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0012_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0012_42_neg_s0.png,12.589825630187988
base,nag_with_neg_vs_baseline,12,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0012_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0012_1337_neg_s0.png,15.766504287719727
base,nag_with_neg_vs_baseline,12,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0012_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0012_2025_neg_s0.png,13.897372245788574
base,nag_with_neg_vs_baseline,13,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0013_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0013_42_neg_s0.png,13.442315101623535
base,nag_with_neg_vs_baseline,13,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0013_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0013_1337_neg_s0.png,13.454957008361816
base,nag_with_neg_vs_baseline,13,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0013_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0013_2025_neg_s0.png,15.905901908874512
base,nag_with_neg_vs_baseline,14,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0014_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0014_42_neg_s0.png,10.242169380187988
base,nag_with_neg_vs_baseline,14,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0014_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0014_1337_neg_s0.png,12.681387901306152
base,nag_with_neg_vs_baseline,14,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0014_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0014_2025_neg_s0.png,15.713994026184082
base,nag_with_neg_vs_baseline,15,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0015_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0015_42_neg_s0.png,16.22838020324707
base,nag_with_neg_vs_baseline,15,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0015_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0015_1337_neg_s0.png,14.947260856628418
base,nag_with_neg_vs_baseline,15,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0015_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0/0015_2025_neg_s0.png,13.371039390563965
dmd,nag_with_neg_vs_baseline,0,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0000_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0000_42_neg_s0.png,11.806183815002441
dmd,nag_with_neg_vs_baseline,0,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0000_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0000_1337_neg_s0.png,13.57333755493164
dmd,nag_with_neg_vs_baseline,0,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0000_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0000_2025_neg_s0.png,14.441625595092773
dmd,nag_with_neg_vs_baseline,1,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0001_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0001_42_neg_s0.png,15.227514266967773
dmd,nag_with_neg_vs_baseline,1,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0001_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0001_1337_neg_s0.png,14.857827186584473
dmd,nag_with_neg_vs_baseline,1,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0001_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0001_2025_neg_s0.png,16.455827713012695
dmd,nag_with_neg_vs_baseline,2,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0002_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0002_42_neg_s0.png,12.199748039245605
dmd,nag_with_neg_vs_baseline,2,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0002_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0002_1337_neg_s0.png,16.147552490234375
dmd,nag_with_neg_vs_baseline,2,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0002_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0002_2025_neg_s0.png,13.140384674072266
dmd,nag_with_neg_vs_baseline,3,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0003_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0003_42_neg_s0.png,13.261967658996582
dmd,nag_with_neg_vs_baseline,3,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0003_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0003_1337_neg_s0.png,17.696714401245117
dmd,nag_with_neg_vs_baseline,3,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0003_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0003_2025_neg_s0.png,15.614813804626465
dmd,nag_with_neg_vs_baseline,4,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0004_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0004_42_neg_s0.png,13.739134788513184
dmd,nag_with_neg_vs_baseline,4,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0004_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0004_1337_neg_s0.png,15.556685447692871
dmd,nag_with_neg_vs_baseline,4,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0004_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0004_2025_neg_s0.png,16.04298973083496
dmd,nag_with_neg_vs_baseline,5,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0005_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0005_42_neg_s0.png,18.029428482055664
dmd,nag_with_neg_vs_baseline,5,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0005_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0005_1337_neg_s0.png,16.77033233642578
dmd,nag_with_neg_vs_baseline,5,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0005_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0005_2025_neg_s0.png,15.013429641723633
dmd,nag_with_neg_vs_baseline,6,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0006_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0006_42_neg_s0.png,14.901595115661621
dmd,nag_with_neg_vs_baseline,6,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0006_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0006_1337_neg_s0.png,7.504746913909912
dmd,nag_with_neg_vs_baseline,6,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0006_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0006_2025_neg_s0.png,9.95555305480957
dmd,nag_with_neg_vs_baseline,7,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0007_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0007_42_neg_s0.png,16.178447723388672
dmd,nag_with_neg_vs_baseline,7,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0007_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0007_1337_neg_s0.png,15.474932670593262
dmd,nag_with_neg_vs_baseline,7,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0007_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0007_2025_neg_s0.png,15.39539623260498
dmd,nag_with_neg_vs_baseline,8,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0008_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0008_42_neg_s0.png,16.659597396850586
dmd,nag_with_neg_vs_baseline,8,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0008_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0008_1337_neg_s0.png,18.056907653808594
dmd,nag_with_neg_vs_baseline,8,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0008_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0008_2025_neg_s0.png,16.421829223632812
dmd,nag_with_neg_vs_baseline,9,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0009_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0009_42_neg_s0.png,11.472000122070312
dmd,nag_with_neg_vs_baseline,9,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0009_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0009_1337_neg_s0.png,12.427057266235352
dmd,nag_with_neg_vs_baseline,9,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0009_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0009_2025_neg_s0.png,14.25776481628418
dmd,nag_with_neg_vs_baseline,10,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0010_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0010_42_neg_s0.png,15.805644989013672
dmd,nag_with_neg_vs_baseline,10,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0010_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0010_1337_neg_s0.png,13.344672203063965
dmd,nag_with_neg_vs_baseline,10,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0010_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0010_2025_neg_s0.png,14.2759428024292
dmd,nag_with_neg_vs_baseline,11,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0011_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0011_42_neg_s0.png,17.659236907958984
dmd,nag_with_neg_vs_baseline,11,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0011_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0011_1337_neg_s0.png,15.787765502929688
dmd,nag_with_neg_vs_baseline,11,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0011_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0011_2025_neg_s0.png,16.174182891845703
dmd,nag_with_neg_vs_baseline,12,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0012_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0012_42_neg_s0.png,15.586820602416992
dmd,nag_with_neg_vs_baseline,12,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0012_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0012_1337_neg_s0.png,16.626710891723633
dmd,nag_with_neg_vs_baseline,12,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0012_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0012_2025_neg_s0.png,18.16628646850586
dmd,nag_with_neg_vs_baseline,13,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0013_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0013_42_neg_s0.png,15.715279579162598
dmd,nag_with_neg_vs_baseline,13,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0013_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0013_1337_neg_s0.png,15.460795402526855
dmd,nag_with_neg_vs_baseline,13,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0013_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0013_2025_neg_s0.png,17.83443832397461
dmd,nag_with_neg_vs_baseline,14,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0014_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0014_42_neg_s0.png,14.956205368041992
dmd,nag_with_neg_vs_baseline,14,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0014_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0/0014_1337_neg_s0.png,16.790346145629883
